time,pos_x,pos_z,rot_y
1794.337,-1.4344,-0.7494,118.2337
1794.345,-1.4197,-0.7573,118.2967
1794.354,-1.405,-0.7652,118.342
1794.362,-1.3904,-0.7732,118.3695
1794.37,-1.3757,-0.7811,118.3794
1794.379,-1.3605,-0.7893,118.3794
1794.387,-1.3458,-0.7972,118.3794
1794.396,-1.3312,-0.8051,118.3794
1794.404,-1.3165,-0.8131,118.3794
1794.412,-1.3018,-0.821,118.3794
1794.421,-1.2867,-0.8292,118.3794
1794.429,-1.272,-0.8371,118.3794
1794.438,-1.2574,-0.845,118.3794
1794.446,-1.2427,-0.8529,118.3794
1794.455,-1.2264,-0.8617,118.3794
1794.463,-1.2118,-0.8696,118.3794
1794.472,-1.1971,-0.8776,118.3794
1794.48,-1.1824,-0.8855,118.3794
1794.488,-1.1678,-0.8934,118.3794
1794.497,-1.1531,-0.9013,118.3794
1794.505,-1.1384,-0.9093,118.3794
1794.514,-1.1228,-0.9177,118.3794
1794.522,-1.1081,-0.9256,118.3794
1794.531,-1.0935,-0.9335,118.3794
1794.539,-1.0788,-0.9415,118.3794
1794.547,-1.0642,-0.9494,118.3794
1794.556,-1.0495,-0.9573,118.3794
1794.564,-1.0348,-0.9652,118.3794
1794.572,-1.02,-0.9733,118.3794
1794.581,-1.0053,-0.9812,118.3794
1794.589,-0.9902,-0.9894,118.3794
1794.598,-0.9755,-0.9973,118.3794
1794.606,-0.9602,-1.0055,118.3794
1794.615,-0.9455,-1.0135,118.3794
1794.623,-0.9309,-1.0214,118.3794
1794.631,-0.9162,-1.0293,118.3794
1794.64,-0.9005,-1.0378,118.3794
1794.649,-0.8858,-1.0458,118.3794
1794.657,-0.8711,-1.0537,118.3794
1794.665,-0.8564,-1.0616,118.3794
1794.674,-0.8417,-1.0696,118.3794
1794.682,-0.827,-1.0775,118.3794
1794.698,-0.7985,-1.0929,118.3794
